job_title,company_size,job_category,description,city,country,remote_work,annual_salary_usd,demand_score,posting_year,required_skills,source,url
Data Scientist,Enterprise (5000+),Data Science,Data Science - Python|ML Algorithms|SQL|Scikit-learn|Statistics|SQL|Cloud,San Francisco,USA,Hybrid,188000.0,92,2026,Python|ML Algorithms|SQL|Scikit-learn|Statistics|SQL|Cloud,Kaggle AI Jobs,
MLOps Engineer,Big Tech (FAANG+),ML Operations,ML Operations - Cloud|Docker|MLflow|Kubernetes|Python|Problem Solving|Cloud,New York,USA,Fully Remote,312000.0,93,2026,Cloud|Docker|MLflow|Kubernetes|Python|Problem Solving|Cloud,Kaggle AI Jobs,
Multimodal AI Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - PyTorch|Vision-Language Models|APIs|Fine-tuning|Python|SQL,Paris,France,Fully Remote,323000.0,90,2026,PyTorch|Vision-Language Models|APIs|Fine-tuning|Python|SQL,Kaggle AI Jobs,
AI Business Analyst,Startup (1-50),Business,Business - Communication|SQL|Data Visualization|Python|Business Analysis|Linux|Research,Sydney,Australia,On-site,125000.0,78,2026,Communication|SQL|Data Visualization|Python|Business Analysis|Linux|Research,Kaggle AI Jobs,
Deep Learning Engineer,Startup (1-50),AI Engineering,AI Engineering - Neural Networks|PyTorch|TensorFlow|Agile|Research,Amsterdam,Netherlands,On-site,141000.0,89,2025,Neural Networks|PyTorch|TensorFlow|Agile|Research,Kaggle AI Jobs,
ML Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - SQL|TensorFlow|Kubernetes|Statistics,Chicago,USA,Fully Remote,310000.0,97,2026,SQL|TensorFlow|Kubernetes|Statistics,Kaggle AI Jobs,
Senior ML Engineer,SME (51-500),AI Engineering,AI Engineering - Distributed Systems|MLOps|System Design|SQL,London,UK,Hybrid,188000.0,96,2025,Distributed Systems|MLOps|System Design|SQL,Kaggle AI Jobs,
RAG Engineer,SME (51-500),AI Engineering,AI Engineering - Python|Search Systems|Vector DBs|Leadership|Problem Solving,San Francisco,USA,Fully Remote,285000.0,94,2026,Python|Search Systems|Vector DBs|Leadership|Problem Solving,Kaggle AI Jobs,
LLM Engineer,Startup (1-50),AI Engineering,AI Engineering - Prompt Engineering|Python|Vector DBs|Fine-tuning|LLM APIs|RAG|Agile|Communication,Seattle,USA,Hybrid,174000.0,98,2025,Prompt Engineering|Python|Vector DBs|Fine-tuning|LLM APIs|RAG|Agile|Communication,Kaggle AI Jobs,
AI Product Manager,SME (51-500),Product,Product - Data Analysis|Product Strategy|AI Literacy|Stakeholder Mgmt|Agile|Cloud|Communication,Boston,USA,Fully Remote,246000.0,85,2026,Data Analysis|Product Strategy|AI Literacy|Stakeholder Mgmt|Agile|Cloud|Communication,Kaggle AI Jobs,
AI Business Analyst,Big Tech (FAANG+),Business,Business - Data Visualization|Communication|Business Analysis|Problem Solving,Austin,USA,Hybrid,216000.0,78,2025,Data Visualization|Communication|Business Analysis|Problem Solving,Kaggle AI Jobs,
Prompt Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - Prompt Design|LLM APIs|Documentation|NLP|Testing|Python|Linux|Cloud,Berlin,Germany,Hybrid,195000.0,82,2026,Prompt Design|LLM APIs|Documentation|NLP|Testing|Python|Linux|Cloud,Kaggle AI Jobs,
RAG Engineer,Startup (1-50),AI Engineering,AI Engineering - Embeddings|LangChain|Search Systems|Vector DBs|LLMs|Python|Linux|Leadership|Git,Beijing,China,Fully Remote,145000.0,94,2025,Embeddings|LangChain|Search Systems|Vector DBs|LLMs|Python|Linux|Leadership|Git,Kaggle AI Jobs,
AI Research Scientist,Big Tech (FAANG+),Research,Research - Python|Mathematics|Deep Learning|PyTorch|Research|Statistics|Linux,Dubai,UAE,On-site,237000.0,88,2026,Python|Mathematics|Deep Learning|PyTorch|Research|Statistics|Linux,Kaggle AI Jobs,
AI Business Analyst,Mid-size (501-5000),Business,Business - Business Analysis|Data Visualization|Python|SQL|Agile,Beijing,China,Fully Remote,95000.0,78,2025,Business Analysis|Data Visualization|Python|SQL|Agile,Kaggle AI Jobs,
Robotics Engineer (AI),SME (51-500),Robotics,Robotics - Computer Vision|ROS|C++|Agile,Dubai,UAE,Hybrid,125000.0,76,2026,Computer Vision|ROS|C++|Agile,Kaggle AI Jobs,
AI Infrastructure Eng,Enterprise (5000+),Infrastructure,Infrastructure - CUDA|Cloud|Networking|Storage|Communication|Git|Statistics,Boston,USA,Hybrid,287000.0,85,2026,CUDA|Cloud|Networking|Storage|Communication|Git|Statistics,Kaggle AI Jobs,
AI Infrastructure Eng,Startup (1-50),Infrastructure,Infrastructure - Kubernetes|Storage|Cloud|CUDA|Distributed Systems|Linux,Toronto,Canada,Hybrid,210000.0,85,2025,Kubernetes|Storage|Cloud|CUDA|Distributed Systems|Linux,Kaggle AI Jobs,
Generative AI Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - Python|Diffusion Models|Deployment|GenAI APIs|Problem Solving|Communication|Linux,Remote,Global,Hybrid,230000.0,95,2026,Python|Diffusion Models|Deployment|GenAI APIs|Problem Solving|Communication|Linux,Kaggle AI Jobs,
AI Security Engineer,Mid-size (501-5000),Security,Security - Red Teaming|Python|Risk Analysis|ML Security|Cybersecurity|Communication,Chicago,USA,Fully Remote,210000.0,80,2026,Red Teaming|Python|Risk Analysis|ML Security|Cybersecurity|Communication,Kaggle AI Jobs,
Multimodal AI Engineer,Startup (1-50),AI Engineering,AI Engineering - PyTorch|APIs|Fine-tuning|Research,Amsterdam,Netherlands,Hybrid,160000.0,90,2025,PyTorch|APIs|Fine-tuning|Research,Kaggle AI Jobs,
ML Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - MLOps|TensorFlow|Python|PyTorch|Kubernetes|SQL|SQL|Agile,Tokyo,Japan,Hybrid,207000.0,97,2026,MLOps|TensorFlow|Python|PyTorch|Kubernetes|SQL|SQL|Agile,Kaggle AI Jobs,
RAG Engineer,SME (51-500),AI Engineering,AI Engineering - LLMs|Search Systems|Python|LangChain|Embeddings|Communication|Statistics|Problem Solving,Toronto,Canada,Fully Remote,145000.0,94,2025,LLMs|Search Systems|Python|LangChain|Embeddings|Communication|Statistics|Problem Solving,Kaggle AI Jobs,
AI Product Manager,SME (51-500),Product,Product - Product Strategy|Agile|AI Literacy|Data Analysis|Stakeholder Mgmt|Agile|SQL,Amsterdam,Netherlands,Hybrid,140000.0,85,2026,Product Strategy|Agile|AI Literacy|Data Analysis|Stakeholder Mgmt|Agile|SQL,Kaggle AI Jobs,
AI Agent Developer,SME (51-500),AI Engineering,AI Engineering - Python|APIs|LangChain|Planning Systems|Tool Use|AutoGen|Agile|Statistics|Cloud,Sydney,Australia,Fully Remote,178000.0,96,2026,Python|APIs|LangChain|Planning Systems|Tool Use|AutoGen|Agile|Statistics|Cloud,Kaggle AI Jobs,
AI Ethics Officer,Mid-size (501-5000),Governance,Governance - Ethics Frameworks|Communication|Risk Assessment|AI Policy|Research|Research,Sydney,Australia,Hybrid,172000.0,72,2025,Ethics Frameworks|Communication|Risk Assessment|AI Policy|Research|Research,Kaggle AI Jobs,
LLM Engineer,Enterprise (5000+),AI Engineering,AI Engineering - Fine-tuning|LLM APIs|Python|RAG|Vector DBs|Research,London,UK,On-site,226000.0,98,2026,Fine-tuning|LLM APIs|Python|RAG|Vector DBs|Research,Kaggle AI Jobs,
AI Compliance Manager,Startup (1-50),Governance,Governance - EU AI Act|Documentation|Legal Knowledge|Problem Solving|Cloud|SQL,London,UK,Hybrid,173000.0,68,2025,EU AI Act|Documentation|Legal Knowledge|Problem Solving|Cloud|SQL,Kaggle AI Jobs,
NLP Engineer,Enterprise (5000+),AI Engineering,AI Engineering - LLMs|Python|Text Processing|SQL,Toronto,Canada,Hybrid,236000.0,91,2025,LLMs|Python|Text Processing|SQL,Kaggle AI Jobs,
AI Ethics Officer,Big Tech (FAANG+),Governance,Governance - Communication|AI Policy|Risk Assessment|Research|Agile|Problem Solving,Chicago,USA,Hybrid,252000.0,72,2025,Communication|AI Policy|Risk Assessment|Research|Agile|Problem Solving,Kaggle AI Jobs,
Deep Learning Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - PyTorch|GPU Computing|Neural Networks|Python|Cloud|Linux,Beijing,China,Hybrid,141000.0,89,2025,PyTorch|GPU Computing|Neural Networks|Python|Cloud|Linux,Kaggle AI Jobs,
Robotics Engineer (AI),Mid-size (501-5000),Robotics,Robotics - C++|Control Systems|Python|SQL|Communication,Zurich,Switzerland,Hybrid,125000.0,76,2025,C++|Control Systems|Python|SQL|Communication,Kaggle AI Jobs,
Computer Vision Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - PyTorch|OpenCV|CUDA|CNNs|Linux,Tokyo,Japan,Hybrid,194000.0,87,2026,PyTorch|OpenCV|CUDA|CNNs|Linux,Kaggle AI Jobs,
Generative AI Engineer,Enterprise (5000+),AI Engineering,AI Engineering - Python|LLMs|GenAI APIs|Deployment|Research,Beijing,China,Hybrid,150000.0,95,2026,Python|LLMs|GenAI APIs|Deployment|Research,Kaggle AI Jobs,
AI Ethics Officer,Mid-size (501-5000),Governance,Governance - Communication|Ethics Frameworks|Risk Assessment|Research|Git|Communication|Linux,Toronto,Canada,Fully Remote,110000.0,72,2026,Communication|Ethics Frameworks|Risk Assessment|Research|Git|Communication|Linux,Kaggle AI Jobs,
Multimodal AI Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - APIs|PyTorch|Fine-tuning|Vision-Language Models|Problem Solving,Boston,USA,Fully Remote,360000.0,90,2026,APIs|PyTorch|Fine-tuning|Vision-Language Models|Problem Solving,Kaggle AI Jobs,
Deep Learning Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - TensorFlow|CUDA|Python|Agile|SQL|Problem Solving,Zurich,Switzerland,Hybrid,173000.0,89,2026,TensorFlow|CUDA|Python|Agile|SQL|Problem Solving,Kaggle AI Jobs,
AI Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - Docker|Python|PyTorch|LLM Integration|Cloud (AWS/GCP/Azure)|Linux|Problem Solving|Leadership,Remote,Global,Hybrid,278000.0,95,2025,Docker|Python|PyTorch|LLM Integration|Cloud (AWS/GCP/Azure)|Linux|Problem Solving|Leadership,Kaggle AI Jobs,
Robotics Engineer (AI),SME (51-500),Robotics,Robotics - Control Systems|C++|ROS|Simulation|Cloud|SQL,Berlin,Germany,On-site,125000.0,76,2025,Control Systems|C++|ROS|Simulation|Cloud|SQL,Kaggle AI Jobs,
Computer Vision Engineer,SME (51-500),AI Engineering,AI Engineering - PyTorch|Image Processing|CUDA|Python|OpenCV|Problem Solving|Git,Beijing,China,Fully Remote,145000.0,87,2025,PyTorch|Image Processing|CUDA|Python|OpenCV|Problem Solving|Git,Kaggle AI Jobs,
AI Business Analyst,SME (51-500),Business,Business - Python|Business Analysis|Data Visualization|Communication|Linux|Agile,San Francisco,USA,Hybrid,131000.0,78,2026,Python|Business Analysis|Data Visualization|Communication|Linux|Agile,Kaggle AI Jobs,
Computer Vision Engineer,SME (51-500),AI Engineering,AI Engineering - CNNs|PyTorch|Image Processing|Leadership|Research,Los Angeles,USA,Hybrid,286000.0,87,2025,CNNs|PyTorch|Image Processing|Leadership|Research,Kaggle AI Jobs,
Deep Learning Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - GPU Computing|PyTorch|TensorFlow|Research,Amsterdam,Netherlands,On-site,196000.0,89,2025,GPU Computing|PyTorch|TensorFlow|Research,Kaggle AI Jobs,
AI Product Manager,Big Tech (FAANG+),Product,Product - Product Strategy|Stakeholder Mgmt|Data Analysis|Agile|AI Literacy|Statistics|Problem Solving,Singapore,Singapore,Fully Remote,312000.0,85,2026,Product Strategy|Stakeholder Mgmt|Data Analysis|Agile|AI Literacy|Statistics|Problem Solving,Kaggle AI Jobs,
AI Solutions Architect,Enterprise (5000+),Architecture,Architecture - Enterprise Architecture|ML|Leadership|Cloud|Python|SQL|Communication,Beijing,China,On-site,180000.0,84,2026,Enterprise Architecture|ML|Leadership|Cloud|Python|SQL|Communication,Kaggle AI Jobs,
AI Security Engineer,Mid-size (501-5000),Security,Security - Python|Cybersecurity|Red Teaming|ML Security|Risk Analysis|Research|Cloud,Chicago,USA,Hybrid,160000.0,80,2025,Python|Cybersecurity|Red Teaming|ML Security|Risk Analysis|Research|Cloud,Kaggle AI Jobs,
NLP Engineer,Enterprise (5000+),AI Engineering,AI Engineering - LLMs|Transformers|BERT|Research,Los Angeles,USA,Hybrid,179000.0,91,2026,LLMs|Transformers|BERT|Research,Kaggle AI Jobs,
NLP Engineer,Enterprise (5000+),AI Engineering,AI Engineering - BERT|Text Processing|LLMs|Hugging Face|Transformers|Python|Research|SQL,Boston,USA,Fully Remote,287000.0,91,2026,BERT|Text Processing|LLMs|Hugging Face|Transformers|Python|Research|SQL,Kaggle AI Jobs,
RAG Engineer,Enterprise (5000+),AI Engineering,AI Engineering - Vector DBs|LLMs|Embeddings|Statistics,Beijing,China,Hybrid,145000.0,94,2026,Vector DBs|LLMs|Embeddings|Statistics,Kaggle AI Jobs,
Computer Vision Engineer,SME (51-500),AI Engineering,AI Engineering - Python|PyTorch|CUDA|Image Processing|OpenCV|CNNs|Statistics,Amsterdam,Netherlands,Hybrid,145000.0,87,2026,Python|PyTorch|CUDA|Image Processing|OpenCV|CNNs|Statistics,Kaggle AI Jobs,
Prompt Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - Testing|Python|NLP|Documentation|LLM APIs|Prompt Design|Linux,New York,USA,Hybrid,240000.0,82,2025,Testing|Python|NLP|Documentation|LLM APIs|Prompt Design|Linux,Kaggle AI Jobs,
AI Business Analyst,SME (51-500),Business,Business - SQL|Data Visualization|Python|SQL|Statistics,Berlin,Germany,Hybrid,111000.0,78,2025,SQL|Data Visualization|Python|SQL|Statistics,Kaggle AI Jobs,
Data Engineer (AI),Startup (1-50),Data Engineering,Data Engineering - Python|SQL|ETL|Airflow|dbt|Feature Stores|Spark|Git|Linux|Leadership,Amsterdam,Netherlands,Hybrid,183000.0,88,2026,Python|SQL|ETL|Airflow|dbt|Feature Stores|Spark|Git|Linux|Leadership,Kaggle AI Jobs,
AI Security Engineer,Enterprise (5000+),Security,Security - Risk Analysis|Cybersecurity|ML Security|Git|Statistics|Agile,Bangalore,India,Hybrid,140000.0,80,2026,Risk Analysis|Cybersecurity|ML Security|Git|Statistics|Agile,Kaggle AI Jobs,
Prompt Engineer,SME (51-500),AI Engineering,AI Engineering - Documentation|Prompt Design|Python|NLP|Communication|Cloud,Boston,USA,Fully Remote,205000.0,82,2026,Documentation|Prompt Design|Python|NLP|Communication|Cloud,Kaggle AI Jobs,
Multimodal AI Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - Vision-Language Models|PyTorch|Fine-tuning|APIs|Statistics|Git|Communication,Paris,France,On-site,160000.0,90,2026,Vision-Language Models|PyTorch|Fine-tuning|APIs|Statistics|Git|Communication,Kaggle AI Jobs,
AI Business Analyst,Big Tech (FAANG+),Business,Business - Business Analysis|Communication|Python|Research|Linux,Amsterdam,Netherlands,Fully Remote,149000.0,78,2025,Business Analysis|Communication|Python|Research|Linux,Kaggle AI Jobs,
ML Engineer,Startup (1-50),AI Engineering,AI Engineering - SQL|Kubernetes|TensorFlow|PyTorch|Statistics|Research,Bangalore,India,Hybrid,120000.0,97,2026,SQL|Kubernetes|TensorFlow|PyTorch|Statistics|Research,Kaggle AI Jobs,
AI Compliance Manager,Mid-size (501-5000),Governance,Governance - Auditing|EU AI Act|Legal Knowledge|Risk Management|Communication,San Francisco,USA,Hybrid,240000.0,68,2026,Auditing|EU AI Act|Legal Knowledge|Risk Management|Communication,Kaggle AI Jobs,
Robotics Engineer (AI),Mid-size (501-5000),Robotics,Robotics - C++|ROS|Simulation|Computer Vision|Python|Cloud,Amsterdam,Netherlands,Fully Remote,132000.0,76,2026,C++|ROS|Simulation|Computer Vision|Python|Cloud,Kaggle AI Jobs,
MLOps Engineer,Big Tech (FAANG+),ML Operations,ML Operations - CI/CD|MLflow|Cloud|Cloud|Communication,San Francisco,USA,On-site,312000.0,93,2025,CI/CD|MLflow|Cloud|Cloud|Communication,Kaggle AI Jobs,
Generative AI Engineer,Startup (1-50),AI Engineering,AI Engineering - Deployment|Python|Fine-tuning|LLMs|GenAI APIs|Diffusion Models|Research,Amsterdam,Netherlands,Fully Remote,150000.0,95,2025,Deployment|Python|Fine-tuning|LLMs|GenAI APIs|Diffusion Models|Research,Kaggle AI Jobs,
MLOps Engineer,Startup (1-50),ML Operations,ML Operations - CI/CD|Kubernetes|Monitoring|Cloud|Docker|Python|MLflow|Communication,Seattle,USA,Fully Remote,142000.0,93,2026,CI/CD|Kubernetes|Monitoring|Cloud|Docker|Python|MLflow|Communication,Kaggle AI Jobs,
AI Ethics Officer,Startup (1-50),Governance,Governance - Research|AI Policy|Risk Assessment|SQL|Agile,Sydney,Australia,Fully Remote,202000.0,72,2026,Research|AI Policy|Risk Assessment|SQL|Agile,Kaggle AI Jobs,
AI Agent Developer,Enterprise (5000+),AI Engineering,AI Engineering - APIs|LangChain|AutoGen|Statistics|Linux,Zurich,Switzerland,Fully Remote,155000.0,96,2025,APIs|LangChain|AutoGen|Statistics|Linux,Kaggle AI Jobs,
AI Ethics Officer,Mid-size (501-5000),Governance,Governance - Ethics Frameworks|Research|Communication|AI Policy|Linux,London,UK,Hybrid,187000.0,72,2025,Ethics Frameworks|Research|Communication|AI Policy|Linux,Kaggle AI Jobs,
AI Research Scientist,Mid-size (501-5000),Research,Research - PyTorch|Mathematics|Research|Publishing|Communication|SQL,Bangalore,India,Hybrid,115000.0,88,2026,PyTorch|Mathematics|Research|Publishing|Communication|SQL,Kaggle AI Jobs,
LLM Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - Prompt Engineering|Fine-tuning|RAG|LLM APIs|Python|Research|Linux|Problem Solving,Remote,Global,On-site,350000.0,98,2025,Prompt Engineering|Fine-tuning|RAG|LLM APIs|Python|Research|Linux|Problem Solving,Kaggle AI Jobs,
RAG Engineer,SME (51-500),AI Engineering,AI Engineering - LangChain|Search Systems|Vector DBs|Communication|Statistics|SQL,Boston,USA,Hybrid,223000.0,94,2026,LangChain|Search Systems|Vector DBs|Communication|Statistics|SQL,Kaggle AI Jobs,
Robotics Engineer (AI),Startup (1-50),Robotics,Robotics - Simulation|Python|Control Systems|ROS|Computer Vision|SQL,Seattle,USA,Hybrid,212000.0,76,2026,Simulation|Python|Control Systems|ROS|Computer Vision|SQL,Kaggle AI Jobs,
AI Security Engineer,Startup (1-50),Security,Security - Cybersecurity|Risk Analysis|ML Security|Red Teaming|Research,Paris,France,Hybrid,140000.0,80,2026,Cybersecurity|Risk Analysis|ML Security|Red Teaming|Research,Kaggle AI Jobs,
AI Business Analyst,Big Tech (FAANG+),Business,Business - Python|Data Visualization|SQL|Communication|Business Analysis|Agile|Research|Linux,San Francisco,USA,Hybrid,216000.0,78,2026,Python|Data Visualization|SQL|Communication|Business Analysis|Agile|Research|Linux,Kaggle AI Jobs,
AI Product Manager,Big Tech (FAANG+),Product,Product - Agile|Product Strategy|AI Literacy|Research|Problem Solving|Linux,Berlin,Germany,On-site,197000.0,85,2026,Agile|Product Strategy|AI Literacy|Research|Problem Solving|Linux,Kaggle AI Jobs,
Multimodal AI Engineer,SME (51-500),AI Engineering,AI Engineering - Fine-tuning|PyTorch|Vision-Language Models|APIs|Agile,Tokyo,Japan,On-site,161000.0,90,2025,Fine-tuning|PyTorch|Vision-Language Models|APIs|Agile,Kaggle AI Jobs,
AI Research Scientist,SME (51-500),Research,Research - PyTorch|Research|Deep Learning|Publishing|Mathematics|Agile,Beijing,China,Fully Remote,115000.0,88,2026,PyTorch|Research|Deep Learning|Publishing|Mathematics|Agile,Kaggle AI Jobs,
AI Engineer,Startup (1-50),AI Engineering,AI Engineering - Cloud (AWS/GCP/Azure)|Python|Docker|PyTorch|Agile,Sydney,Australia,Fully Remote,204000.0,95,2026,Cloud (AWS/GCP/Azure)|Python|Docker|PyTorch|Agile,Kaggle AI Jobs,
Deep Learning Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - TensorFlow|Neural Networks|GPU Computing|Python|Cloud|Research|Communication,Los Angeles,USA,Fully Remote,324000.0,89,2025,TensorFlow|Neural Networks|GPU Computing|Python|Cloud|Research|Communication,Kaggle AI Jobs,
Data Engineer (AI),Mid-size (501-5000),Data Engineering,Data Engineering - SQL|Feature Stores|Airflow|Linux,Zurich,Switzerland,Hybrid,130000.0,88,2026,SQL|Feature Stores|Airflow|Linux,Kaggle AI Jobs,
Computer Vision Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - PyTorch|CNNs|OpenCV|Python|Image Processing|Communication|Research,Tokyo,Japan,Hybrid,221000.0,87,2026,PyTorch|CNNs|OpenCV|Python|Image Processing|Communication|Research,Kaggle AI Jobs,
Senior Data Scientist,Enterprise (5000+),Data Science,Data Science - Deep Learning|Causal Inference|Python|Cloud|SQL|Statistics,Boston,USA,Hybrid,261600.0,90,2026,Deep Learning|Causal Inference|Python|Cloud|SQL|Statistics,Kaggle AI Jobs,
AI Compliance Manager,Big Tech (FAANG+),Governance,Governance - Legal Knowledge|Risk Management|EU AI Act|Auditing|Documentation|Research|Linux,Boston,USA,Hybrid,189000.0,68,2026,Legal Knowledge|Risk Management|EU AI Act|Auditing|Documentation|Research|Linux,Kaggle AI Jobs,
Prompt Engineer,Enterprise (5000+),AI Engineering,AI Engineering - Prompt Design|LLM APIs|Python|Linux|Agile,San Francisco,USA,Hybrid,240000.0,82,2025,Prompt Design|LLM APIs|Python|Linux|Agile,Kaggle AI Jobs,
